Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
12;32000;10;24;ЛОЖЬ;Женский;Высшее;Мобильные телефоны;Детей нет;Санкт-Петербург или ЛО;31000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
12;10500;6;60;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;23000;Другое;Теле2;Не клиент банка;Нет дефолта
12;33000;12;25;ИСТИНА;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;81000;Другое;МТС;Клиент банка;Нет дефолта
12;10000;3;56;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;11000;Другое;МТС;Клиент банка;Нет дефолта
12;37500;24;67;ИСТИНА;Женский;Высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;46000;Другое;Теле2;Не клиент банка;Нет дефолта
12;23500;10;53;ЛОЖЬ;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
12;18000;14;37;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Дети есть;Другие регионы;19000;Другое;Мегафон;Не клиент банка;Дефолт
12;33000;6;60;ЛОЖЬ;Мужской;Высшее;Бытовая техника;Детей нет;Санкт-Петербург или ЛО;46000;Другое;Мегафон;Клиент банка;Нет дефолта
12;19500;10;22;ЛОЖЬ;Женский;Высшее;Бытовая техника;Детей нет;Другие регионы;31000;Другое;Теле2;Не клиент банка;Нет дефолта
12;16000;6;28;ЛОЖЬ;Мужской;Высшее;Мебель;Детей нет;Другие регионы;26000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
12;21500;10;28;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Дети есть;Москва или МО;46000;Другое;Теле2;Не клиент банка;Нет дефолта
12;14000;12;29;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;31000;Другое;Мегафон;Клиент банка;Дефолт
12;28500;6;35;ЛОЖЬ;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;61000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
12;30000;18;30;ИСТИНА;Мужской;Высшее;Бытовая техника;Детей нет;Москва или МО;101000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
12;30500;4;33;ИСТИНА;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;101000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;11500;12;29;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Другое;Билайн;Не клиент банка;Дефолт
12;26000;8;50;ЛОЖЬ;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;29000;Другое;Билайн;Клиент банка;Нет дефолта
12;23500;10;35;ЛОЖЬ;Женский;Высшее;Мебель;Дети есть;Другие регионы;16000;Другое;МТС;Клиент банка;Нет дефолта
12;7500;3;55;ЛОЖЬ;Мужской;Среднее;Бытовая техника;Детей нет;Москва или МО;31000;Другое;МТС;Клиент банка;Дефолт
12;23000;15;45;ЛОЖЬ;Мужской;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;36000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
12;37000;6;29;ЛОЖЬ;Женский;Высшее;Бытовая техника;Детей нет;Другие регионы;33000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;44000;6;53;ЛОЖЬ;Мужской;Высшее;Мебель;Дети есть;Другие регионы;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;54000;24;38;ИСТИНА;Мужской;Среднее специальное;Мебель;Дети есть;Другие регионы;21000;Другое;Теле2;Клиент банка;Нет дефолта
12;20000;12;22;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;28000;Другое;МТС;Клиент банка;Дефолт
12;191000;12;39;ИСТИНА;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;61000;Другое;Мегафон;Клиент банка;Нет дефолта
12;29500;6;30;ИСТИНА;Женский;Среднее;Мобильные телефоны;Дети есть;Москва или МО;71000;Другое;Мегафон;Клиент банка;Нет дефолта
